Electrophile,Nucleophile,Ligand,Base,Solvent,Yld
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[F-].[Cs+],CN(C)C=O,36.75
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CN(C)C=O,44.52
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[F-].[Cs+],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[F-].[Cs+],CN(C)C=O,26.79
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[F-].[Cs+],CN(C)C=O,36.74
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[F-].[Cs+],CN(C)C=O,28.67
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[F-].[Cs+],CN(C)C=O,42.81
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[F-].[Cs+],CN(C)C=O,15.20
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[F-].[Cs+],CN(C)C=O,37.13
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[F-].[Cs+],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,30.97
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,33.25
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,42.52
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,17.52
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,30.64
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,39.73
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,21.77
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,44.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,33.33
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,34.51
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CN(C)C=O,19.63
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[OH-].[Na+],CN(C)C=O,58.22
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CN(C)C=O,32.12
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],CN(C)C=O,35.02
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[OH-].[Na+],CN(C)C=O,17.46
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[OH-].[Na+],CN(C)C=O,40.97
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[OH-].[Na+],CN(C)C=O,39.48
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[OH-].[Na+],CN(C)C=O,55.75
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[OH-].[Na+],CN(C)C=O,33.67
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[OH-].[Na+],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[OH-].[Na+],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],CN(C)C=O,43.96
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[K+].[OH-],CN(C)C=O,65.58
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],CN(C)C=O,44.73
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[K+].[OH-],CN(C)C=O,56.10
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[K+].[OH-],CN(C)C=O,52.96
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[K+].[OH-],CN(C)C=O,56.93
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[OH-],CN(C)C=O,44.25
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[K+].[OH-],CN(C)C=O,71.88
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[OH-],CN(C)C=O,54.95
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[K+].[OH-],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[K+].[OH-],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],CN(C)C=O,42.28
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Li+].CC(C)(C)[O-],CN(C)C=O,65.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],CN(C)C=O,36.89
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Li+].CC(C)(C)[O-],CN(C)C=O,37.37
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Li+].CC(C)(C)[O-],CN(C)C=O,31.29
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Li+].CC(C)(C)[O-],CN(C)C=O,45.63
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Li+].CC(C)(C)[O-],CN(C)C=O,27.04
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Li+].CC(C)(C)[O-],CN(C)C=O,64.13
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Li+].CC(C)(C)[O-],CN(C)C=O,30.97
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Li+].CC(C)(C)[O-],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Li+].CC(C)(C)[O-],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,CN(C)C=O,23.35
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Na+].OC([O-])=O,CN(C)C=O,43.73
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,CN(C)C=O,24.67
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Na+].OC([O-])=O,CN(C)C=O,18.88
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Na+].OC([O-])=O,CN(C)C=O,21.35
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Na+].OC([O-])=O,CN(C)C=O,26.69
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Na+].OC([O-])=O,CN(C)C=O,27.57
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Na+].OC([O-])=O,CN(C)C=O,26.28
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Na+].OC([O-])=O,CN(C)C=O,21.65
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Na+].OC([O-])=O,CN(C)C=O,33.46
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Na+].OC([O-])=O,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CN(C)C=O,23.61
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,CCN(CC)CC,CN(C)C=O,35.72
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CN(C)C=O,22.90
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,CN(C)C=O,17.24
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,CCN(CC)CC,CN(C)C=O,20.16
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,CCN(CC)CC,CN(C)C=O,21.28
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,CCN(CC)CC,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,CCN(CC)CC,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,CCN(CC)CC,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,CCN(CC)CC,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,CCN(CC)CC,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[F-].[Cs+],CN(C)C=O,19.92
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CN(C)C=O,28.87
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[F-].[Cs+],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[F-].[Cs+],CN(C)C=O,18.36
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[F-].[Cs+],CN(C)C=O,45.11
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[F-].[Cs+],CN(C)C=O,21.07
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[F-].[Cs+],CN(C)C=O,39.03
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[F-].[Cs+],CN(C)C=O,16.23
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[F-].[Cs+],CN(C)C=O,39.71
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[F-].[Cs+],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,28.15
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,55.61
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,39.65
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,38.92
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,43.05
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,55.97
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,47.46
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,59.30
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,44.40
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,29.02
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CO,59.71
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[OH-].[Na+],CO,57.99
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CO,57.69
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],CO,41.63
